calendar_year,release_date,release_version,event_type,item_name,class,dlc_or_free,baseline_sheet_status,curated_status,observed_simhub_status,control_research_status,remaining_unknowns,recommended_action,promotion_status,promoted_record_id,official_source_url
2025,2025-12-23,1.6.9.0,added,Stock USA Gen2,Stock USA Gen2,Racin' USA Expansion Pack bonus content (holiday free trial at launch),none,none,review_candidate_only,mapping-unresolved,Exact historical mapping | All control fields,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.stock-usa-gen2,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-released-now-updated-to-v1-6-9-3.35936/
2025,2025-12-23,1.6.9.0,added,Stock USA Gen3,Stock USA Gen3,Racin' USA Expansion Pack bonus content (holiday free trial at launch),none,none,review_candidate_only,conditional-primary-evidence,Whether Reiza Gen3 maps to NASCAR Next Gen | Technique and wheel,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.stock-usa-gen3,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-released-now-updated-to-v1-6-9-3.35936/
2025,2025-12-23,1.6.9.0,added,Stock USA Gen3 LM,Stock USA Gen3 LM,Racin' USA Expansion Pack bonus content (holiday free trial at launch),none,none,not_observed,mapping-unresolved,LM variant identity and every configuration-specific control field,retain_inventory_gap_pending_exact_simhub_observation,approved,ams2.stock-usa-gen3-lm,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-released-now-updated-to-v1-6-9-3.35936/
2026,2026-04-01,1.6.9.5,renamed,F-Edge Model1,Formula Edge,Free base-game content,review_candidate_only,none,review_candidate_only,blocked_by_generic_identity,real-world analogue | forward gear count | shift actuation | start clutch control | shift clutch technique | automatic cut/blip | wheel-rim shape,update_existing_class_or_identity_label_after_review_not_new_record,approved,ams2.formula-edge-model1,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-5-released.36259/
2026,2026-04-01,1.6.9.5,added,F-Edge Model2,Formula Edge,Free base-game content,none,none,review_candidate_only,blocked_by_generic_identity,real-world analogue and year | forward gear count | shift actuation | start and shift clutch technique | automatic cut/blip | wheel-rim shape,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.formula-edge-model2,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-5-released.36259/
2026,2026-04-01,1.6.9.5,added,F-Edge Model3,Formula Edge,Free base-game content,none,none,review_candidate_only,blocked_by_generic_identity,real-world analogue and year | forward gear count | shift actuation | start and shift clutch technique | automatic cut/blip | wheel-rim shape,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.formula-edge-model3,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-5-released.36259/
2026,2026-04-01,1.6.9.5,added,F-Hybrid Gen1,Formula Hybrid Gen1,Free base-game content,none,none,not_observed,strong_period_architecture_partial_model_controls,exact represented season/model | exact wheel-rim shape | exact clutch-paddle layout | automatic cut/blip implementation,retain_inventory_gap_pending_exact_simhub_observation,approved,ams2.formula-ultimate-2019,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-5-released.36259/
2026,2026-04-01,1.6.9.5,replaced,Formula Edge class,Formula Edge,Free base-game content,review_candidate_only,none,review_candidate_only,,,review_replacement_and_member_models_without_class_record,research-only-not-approved,,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-5-released.36259/
2026,2026-04-01,1.6.9.5,variant,High-downforce formula configurations,F-USA; F-Retro Gen3; F-Classic; F-HiTech; F-Edge; F-V10; F-V8; F-Hybrid,Update to existing content,none,none,review_candidate_only,configuration_not_shown_to_be_control_distinct,whether any variant has a distinct CarModel/CarId,attach_reviewed_configuration_to_base_identity_unless_controls_differ,research-only-not-approved,,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-5-released.36259/
2026,2026-06-13,1.6.9.8,variant,F-V10 Gen2 Bridgestone configuration,Formula V10 Gen2,Update to existing base-game content,review_candidate_only,configuration_aliases_in_existing_record,review_candidate_only,tire_variant_not_shown_to_be_control_distinct,whether telemetry identity differs from the Michelin configuration | whether any cockpit/control property differs,attach_reviewed_configuration_to_base_identity_unless_controls_differ,approved,ams2.formula-v10-g2,https://forum.reizastudios.com/threads/automobilista-2-june-2026-development-update-pt-2.36408/
2026,2026-06-13,1.6.9.8,variant,F-V10 Gen2 Michelin configuration,Formula V10 Gen2,Update to existing base-game content,review_candidate_only,configuration_aliases_in_existing_record,review_candidate_only,tire_variant_not_shown_to_be_control_distinct,whether telemetry identity differs from the Bridgestone configuration | whether any cockpit/control property differs,attach_reviewed_configuration_to_base_identity_unless_controls_differ,approved,ams2.formula-v10-g2,https://forum.reizastudios.com/threads/automobilista-2-june-2026-development-update-pt-2.36408/
2026,2026-06-13,1.6.9.8,added,Formula V10 Gen3 class,Formula V10 Gen3,Free base-game content,none,none,review_candidate_only,,,expand_class_into_reviewed_model_members_not_a_class_record,research-only-not-approved,,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,Formula V8 Gen1 class,Formula V8 Gen1,Free base-game content,none,none,review_candidate_only,,,expand_class_into_reviewed_model_members_not_a_class_record,research-only-not-approved,,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,Formula V8 Gen2 class,Formula V8 Gen2,Free base-game content,none,none,not_observed,,,expand_class_into_reviewed_model_members_not_a_class_record,research-only-not-approved,,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,variant,Formula Vee Gen2 2026 specification,Formula Vee Gen2,Update to existing base-game content,review_candidate_only,none,review_candidate_only,strong_for_h_pattern_partial_for_technique,confirmation that the AMS2 2026 update retains all five forward gears | clutch use on starts/upshifts/downshifts | wheel-rim shape | whether any cut/blip aid is simulated,attach_reviewed_configuration_to_base_identity_unless_controls_differ,approved,ams2.formula-vee-gen2,https://forum.reizastudios.com/threads/automobilista-2-june-2026-development-update-pt-2.36408/
2026,2026-06-13,1.6.9.8,added,Renault R25,Formula V10 Gen3,Free base-game content,none,none,review_candidate_only,partial,exact forward gear count from a model-specific source | start clutch control and technique | automatic cut/blip | exact wheel-rim shape,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.renault-r25,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,Renault R26,Formula V8 Gen1,Free base-game content,none,none,not_observed,period_rules_strong_model_controls_partial,model-specific confirmation of seven gears | exact clutch-paddle and rim layout | start clutch technique | automatic cut/blip,retain_inventory_gap_pending_exact_simhub_observation,approved,ams2.renault-r26,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,Renault R28,Formula V8 Gen2,Free base-game content,none,none,not_observed,period_rules_strong_model_controls_partial,model-specific confirmation of seven gears | exact clutch-paddle and rim layout | start clutch technique | automatic cut/blip,retain_inventory_gap_pending_exact_simhub_observation,approved,ams2.renault-r28,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,V10 Gen3 Bridgestone,Formula V10 Gen3,Free base-game content,none,none,not_observed,blocked_by_generic_identity,real-world analogue | gear count | paddle and clutch layout | start and shift clutch technique | automatic cut/blip | rim shape,retain_inventory_gap_pending_exact_simhub_observation,approved,ams2.formula-v10-gen3-b,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,V10 Gen3 Michelin,Formula V10 Gen3,Free base-game content,none,none,not_observed,blocked_by_generic_identity,real-world analogue | gear count | paddle and clutch layout | start and shift clutch technique | automatic cut/blip | rim shape,retain_inventory_gap_pending_exact_simhub_observation,approved,ams2.formula-v10-gen3-m,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,V8 Gen1 Bridgestone,Formula V8 Gen1,Free base-game content,none,none,review_candidate_only,blocked_by_generic_identity,real-world analogue | gear count | paddle and clutch layout | start and shift clutch technique | automatic cut/blip | rim shape,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.formula-v8-gen1-b,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,V8 Gen1 Michelin,Formula V8 Gen1,Free base-game content,none,none,not_observed,blocked_by_generic_identity,real-world analogue | gear count | paddle and clutch layout | start and shift clutch technique | automatic cut/blip | rim shape,retain_inventory_gap_pending_exact_simhub_observation,approved,ams2.formula-v8-gen1-m,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-06-13,1.6.9.8,added,V8 Gen2 M1,Formula V8 Gen2,Free base-game content,none,none,not_observed,blocked_by_generic_identity,real-world analogue | gear count | paddle and clutch layout | start and shift clutch technique | automatic cut/blip | rim shape,retain_inventory_gap_pending_exact_simhub_observation,approved,ams2.formula-v8-gen2,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-8-hungaroring-historic-track-pack-pt4-released-now-up-to-v1-6-9-81.36412/
2026,2026-07-04,1.6.9.9,added,Gillet Vertigo Streiff,GTR 2004,Historical Endurance Pack Pt2 DLC,none,none,exact_match,strong_gearbox_partial_technique,shift actuation | start and shift clutch technique | automatic cut/blip | wheel-rim shape | exact year/specification represented by AMS2,create_or_update_review_candidate_from_exact_observation,approved,ams2.gillet-vertigo-streiff,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
2026,2026-07-04,1.6.9.9,added,GT2 2005 class,GT2 2005,Historical Endurance Pack Pt2 DLC,none,none,review_candidate_only,,,expand_class_into_reviewed_model_members_not_a_class_record,research-only-not-approved,,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
2026,2026-07-04,1.6.9.9,added,Lister Storm GTM,GT1 2005,Historical Endurance Pack Pt2 DLC,none,none,exact_match,strong_gearbox_partial_technique,start clutch requirement | shift clutch technique | automatic cut/blip | wheel-rim shape | whether the AMS2 2005 specification uses the same TGTA setup,create_or_update_review_candidate_from_exact_observation,approved,ams2.lister-storm-gtm,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
2026,2026-07-04,1.6.9.9,added,Maserati Grandsport,Maserati Trofeo,Historical Endurance Pack Pt2 DLC,none,none,review_candidate_only,strong_hardware_partial_technique,whether the Trofeo race calibration retains automatic downshift blip | automatic upshift cut | race-start clutch procedure,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.maserati-gransport-trofeo,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
2026,2026-07-04,1.6.9.9,added,Milano 55 GT1,GT1 2005,Free base-game content,none,none,review_candidate_only,conditional_on_unconfirmed_ferrari_575_gtc_analogue,official confirmation of Milano 55 GT1 real-world analogue | start and shift clutch technique | automatic cut/blip | whether AMS2 cockpit controls exactly follow the 575 GTC,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.milano-gt55,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
2026,2026-07-04,1.6.9.9,added,Panoz Esperante GTLM,GT2 2005,Historical Endurance Pack Pt2 DLC,none,none,exact_match,strong_sequential_evidence_partial_controls,forward gear count from an opened strong source | stick or paddle actuation | start and shift clutch technique | automatic cut/blip | wheel-rim shape,create_or_update_review_candidate_from_exact_observation,approved,ams2.panoz-esperante-gtlm,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
2026,2026-07-04,1.6.9.9,added,Saleen S7-R,GT1 2005,Historical Endurance Pack Pt2 DLC,none,none,review_candidate_only,partial_adjacent_year_gearbox_evidence,exact 2005 gearbox make and actuation | start and shift clutch technique | automatic cut/blip | wheel-rim shape,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.saleen-s7-r-gt1,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
2026,2026-07-04,1.6.9.9,added,Spyker C8 Spyder GT2-R,GT2 2005,Historical Endurance Pack Pt2 DLC,none,none,exact_match,conflicting_secondary_sources,resolution of five-speed versus six-speed source conflict | stick or paddle actuation | start and shift clutch technique | automatic cut/blip | wheel-rim shape,create_or_update_review_candidate_from_exact_observation,approved,ams2.spyker-c8-spyder-gt2-r,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
2026,2026-07-04,1.6.9.9,added,TVR Tuscan T400R,GT2 2005,Historical Endurance Pack Pt2 DLC,none,none,review_candidate_only,primary_family_evidence_exact_race_controls_partial,exact 2005 race gearbox actuation | start and shift clutch technique | automatic cut/blip | wheel-rim shape,review_suggested_mapping_without_fuzzy_promotion,approved,ams2.tvr-tuscan-t400r-gt2,https://forum.reizastudios.com/threads/automobilista-2-v1-6-9-9-historical-endurance-pack-pt2-released-now-updated-to-v1-6-9-91.36488/
